match_type,dataset_a,file_a,dataset_b,file_b,hamming_distance
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170517163701949.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170520100604296.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170524110421849.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170526094916030.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170531142132051.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170601084241159.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,DDR,data\raw\ddr\DR_grading\20170615110729147.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\test_images\test_images\ef7eb85b75fc.png,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\21037f5c7790.png,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\4350a1b2f3cb.png,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\51a078d6d43a.png,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\7526c59c36d3.png,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\80c67efc8101.png,4
near,DDR,data\raw\ddr\DR_grading\007-3428-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\9985375d709f.png,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-3558-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-3590-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-3597-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-4580-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-4949-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-5648-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-6181-300.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\007-6535-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170213094713916.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170224093943642.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170412091847055.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170417152832053.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170424162337571.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170428091636786.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170519093607335.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,DDR,data\raw\ddr\DR_grading\20170622084121832.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3429-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\6f460f9968c7.png,4
near,DDR,data\raw\ddr\DR_grading\007-3430-200.jpg,DDR,data\raw\ddr\DR_grading\20170323084059923.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3430-200.jpg,DDR,data\raw\ddr\DR_grading\20170323110609014.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3430-200.jpg,DDR,data\raw\ddr\DR_grading\20170621094653452.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3430-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\8fbb2ca39911.png,4
near,DDR,data\raw\ddr\DR_grading\007-3430-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\e150935f66a6.png,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\007-4003-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\007-4924-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\007-5562-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\007-5645-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\007-7152-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\20170208101452677.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\20170323101844209.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\20170327160649463.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\20170414160712626.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\20170427085243758.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3432-200.jpg,DDR,data\raw\ddr\DR_grading\20170630113238842.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-4412-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-4902-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-4950-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-4951-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-5729-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\007-6177-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170123171031480.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170327084037780.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170413094422086.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170415090800978.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170417105037844.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170426092544619.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170620003233436.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170621094653452.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,DDR,data\raw\ddr\DR_grading\20170621141614441.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3435-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\973b0facfa9b.png,4
near,DDR,data\raw\ddr\DR_grading\007-3437-200.jpg,DDR,data\raw\ddr\DR_grading\007-3667-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3437-200.jpg,DDR,data\raw\ddr\DR_grading\007-4099-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3437-200.jpg,DDR,data\raw\ddr\DR_grading\007-5358-300.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3437-200.jpg,DDR,data\raw\ddr\DR_grading\007-7052-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3437-200.jpg,DDR,data\raw\ddr\DR_grading\007-7482-601.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3438-200.jpg,DDR,data\raw\ddr\DR_grading\20170525194632164.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3441-200.jpg,DDR,data\raw\ddr\DR_grading\007-3923-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3443-200.jpg,DDR,data\raw\ddr\DR_grading\007-3566-200.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3443-200.jpg,DDR,data\raw\ddr\DR_grading\007-5358-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3443-200.jpg,DDR,data\raw\ddr\DR_grading\007-6441-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3443-200.jpg,DDR,data\raw\ddr\DR_grading\20170213091557380.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3443-200.jpg,DDR,data\raw\ddr\DR_grading\20170629083334527.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3444-200.jpg,DDR,data\raw\ddr\DR_grading\007-3662-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3444-200.jpg,DDR,data\raw\ddr\DR_grading\007-4303-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3444-200.jpg,DDR,data\raw\ddr\DR_grading\007-4537-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3444-200.jpg,DDR,data\raw\ddr\DR_grading\007-4965-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3444-200.jpg,DDR,data\raw\ddr\DR_grading\007-6651-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3445-200.jpg,APTOS2019,data\raw\aptos2019\test_images\test_images\fed5bb685832.png,4
near,DDR,data\raw\ddr\DR_grading\007-3446-200.jpg,DDR,data\raw\ddr\DR_grading\20170124094908380.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3446-200.jpg,DDR,data\raw\ddr\DR_grading\20170405082720270.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3446-200.jpg,DDR,data\raw\ddr\DR_grading\20170424154304423.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3446-200.jpg,DDR,data\raw\ddr\DR_grading\20170621084037980.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3447-200.jpg,DDR,data\raw\ddr\DR_grading\007-4166-200.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3448-200.jpg,DDR,data\raw\ddr\DR_grading\20170330105403355.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\007-3748-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\007-4432-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\007-5707-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\007-6044-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\007-6335-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\20170330083459373.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\20170410142137901.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\20170427204349781.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3450-200.jpg,DDR,data\raw\ddr\DR_grading\20170525090044498.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3451-200.jpg,DDR,data\raw\ddr\DR_grading\007-3571-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\007-4432-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\007-6044-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\007-6335-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\20170330083459373.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\20170330090546051.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\20170427204349781.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3454-200.jpg,DDR,data\raw\ddr\DR_grading\20170525090044498.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3455-200.jpg,DeepDRiD,data\raw\deepdrid\Online-Challenge1&2-Evaluation\Images\493\493_r1.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3458-200.jpg,DDR,data\raw\ddr\DR_grading\007-4908-300.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3458-200.jpg,DDR,data\raw\ddr\DR_grading\20170220143121830.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3458-200.jpg,DDR,data\raw\ddr\DR_grading\20170415095934967.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3462-200.jpg,DDR,data\raw\ddr\DR_grading\007-4970-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3462-200.jpg,DDR,data\raw\ddr\DR_grading\007-5729-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3465-200.jpg,DDR,data\raw\ddr\DR_grading\20170327112656972.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3465-200.jpg,DDR,data\raw\ddr\DR_grading\20170331085031265.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3465-200.jpg,DDR,data\raw\ddr\DR_grading\20170412112936704.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3465-200.jpg,DDR,data\raw\ddr\DR_grading\20170418093622522.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3465-200.jpg,DDR,data\raw\ddr\DR_grading\20170419095202863.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3465-200.jpg,DDR,data\raw\ddr\DR_grading\20170427100254237.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3467-200.jpg,DDR,data\raw\ddr\DR_grading\007-4860-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3480-200.jpg,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3480-200.jpg,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3480-200.jpg,DDR,data\raw\ddr\DR_grading\20170410091609639.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3483-200.jpg,DDR,data\raw\ddr\DR_grading\007-3549-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-4412-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-4902-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-4939-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-4950-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-5003-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-5729-300.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\007-6025-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170216104033730.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170327084037780.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170406104028411.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170407142749781.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170413094422086.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170417105037844.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3485-200.jpg,DDR,data\raw\ddr\DR_grading\20170621141614441.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\007-3501-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\007-4003-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\007-4924-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\007-5645-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\007-7152-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\20170414160712626.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3487-200.jpg,DDR,data\raw\ddr\DR_grading\20170427085243758.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3488-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\870fbe6eaa68.png,4
near,DDR,data\raw\ddr\DR_grading\007-3490-200.jpg,APTOS2019,data\raw\aptos2019\train_images\train_images\c18a006f7f1d.png,4
near,DDR,data\raw\ddr\DR_grading\007-3496-200.jpg,DDR,data\raw\ddr\DR_grading\007-4935-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3496-200.jpg,DDR,data\raw\ddr\DR_grading\20170208144423443.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3496-200.jpg,DDR,data\raw\ddr\DR_grading\20170217110404453.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3496-200.jpg,DDR,data\raw\ddr\DR_grading\20170222150127823.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3496-200.jpg,DDR,data\raw\ddr\DR_grading\20170224093843606.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3496-200.jpg,DDR,data\raw\ddr\DR_grading\20170614081004288.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3498-200.jpg,DDR,data\raw\ddr\DR_grading\007-4967-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3498-200.jpg,DDR,data\raw\ddr\DR_grading\20170206090155113.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3501-200.jpg,DDR,data\raw\ddr\DR_grading\007-4922-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3501-200.jpg,DDR,data\raw\ddr\DR_grading\20170419085415103.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3501-200.jpg,DDR,data\raw\ddr\DR_grading\20170427085243758.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3501-200.jpg,DDR,data\raw\ddr\DR_grading\20170627110345934.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3504-200.jpg,DDR,data\raw\ddr\DR_grading\20170323140215836.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\007-4404-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\007-4682-200.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170124094908380.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170207080951185.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170221093313426.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170228090926171.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170323092204273.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170324085149565.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170324094649192.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170328082333730.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170329082301186.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170413083557675.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170424161706436.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170428084148684.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170428084252566.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170428163302235.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170616085018659.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,DDR,data\raw\ddr\DR_grading\20170621140503365.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3506-200.jpg,APTOS2019,data\raw\aptos2019\test_images\test_images\ed2c52c14493.png,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\007-4921-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\007-4939-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\007-5584-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170216104033730.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170327084037780.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170330082033255.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170405085537286.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170406104028411.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170410091609639.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170410093232105.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170417105037844.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170418081730220.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170424153621506.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3507-200.jpg,DDR,data\raw\ddr\DR_grading\20170426092544619.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3508-200.jpg,DDR,data\raw\ddr\DR_grading\20170417111714533.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3510-200.jpg,APTOS2019,data\raw\aptos2019\test_images\test_images\fca1a8738b8a.png,4
near,DDR,data\raw\ddr\DR_grading\007-3511-200.jpg,DDR,data\raw\ddr\DR_grading\007-3822-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3511-200.jpg,DDR,data\raw\ddr\DR_grading\20170410090018363.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3515-200.jpg,DDR,data\raw\ddr\DR_grading\007-6420-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3515-200.jpg,DDR,data\raw\ddr\DR_grading\007-6437-400.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3518-200.jpg,DDR,data\raw\ddr\DR_grading\20170331083148951.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3518-200.jpg,DDR,data\raw\ddr\DR_grading\20170521094903529.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3519-200.jpg,DDR,data\raw\ddr\DR_grading\20170611090418050.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DDR,data\raw\ddr\DR_grading\007-3938-200.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DDR,data\raw\ddr\DR_grading\007-4918-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DDR,data\raw\ddr\DR_grading\007-4939-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DDR,data\raw\ddr\DR_grading\007-6189-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DDR,data\raw\ddr\DR_grading\20170405133620515.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DDR,data\raw\ddr\DR_grading\20170426082440236.jpg,2
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DeepDRiD,data\raw\deepdrid\Online-Challenge1&2-Evaluation\Images\403\403_l2.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3520-200.jpg,DeepDRiD,data\raw\deepdrid\regular-fundus-training\Images\70\70_l2.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3521-200.jpg,DDR,data\raw\ddr\DR_grading\007-8637-605.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3524-200.jpg,DDR,data\raw\ddr\DR_grading\007-4294-200.jpg,0
near,DDR,data\raw\ddr\DR_grading\007-3524-200.jpg,DDR,data\raw\ddr\DR_grading\007-5827-300.jpg,4
near,DDR,data\raw\ddr\DR_grading\007-3524-200.jpg,DDR,data\raw\ddr\DR_grading\007-7846-601.jpg,4
